1,4,1407,0,230,49,1
1,5,1395,0,237,66,1
1,6,1373,0,251,91,1
1,7,1360,0,263,121,1
1,8,1347,0,279,151,1
1,9,1337,0,283,178,1
1,10,1329,0,284,210,1
1,11,1324,0,307,236,1
1,12,1319,0,308,269,1
1,13,1304,0,327,299,1
1,14,1320,0,311,337,1
1,15,1700,0,215,238,0
1,15,1299,0,338,365,1
1,16,1314,0,327,408,1
1,16,1651,0,270,255,0
1,17,1634,0,277,279,0
1,17,1330,0,315,434,1
1,18,1303,0,331,439,0
1,18,1606,0,297,315,0
1,18,1334,7,332,474,1
1,19,1596,0,295,340,0
1,19,1313,0,333,471,0
1,19,1340,35,340,479,1
1,20,1590,0,282,394,0
1,20,1817,0,104,241,1
1,20,1327,32,311,487,0
1,20,1359,72,343,496,1
1,21,1806,0,115,329,1
1,21,1596,0,257,357,0
1,21,1335,56,322,491,0
1,21,1360,99,359,506,1
1,22,1359,96,359,508,0
1,22,1598,9,263,423,0
1,22,1381,134,367,528,1
1,22,1779,0,142,362,1
1,23,1767,0,154,359,1
1,23,1602,30,252,400,0
1,23,1362,119,360,518,0
1,23,1393,159,371,538,1
1,24,1602,65,258,438,0
1,24,1395,167,368,534,0
1,24,1413,209,387,548,1
1,24,1758,0,163,372,1
1,25,1757,0,164,396,1
1,25,1434,234,359,560,1
1,25,1410,203,418,533,0
1,25,1609,89,266,435,0
1,26,1439,284,423,545,1
1,26,1430,244,387,541,0
1,26,1615,128,273,369,0
1,26,1715,2,205,409,1
1,27,1447,276,401,552,0
1,27,1482,316,404,575,1
1,27,1661,7,260,447,1
1,27,1603,151,312,368,0
1,28,1517,363,404,561,1
1,28,1485,316,436,606,0
1,28,1589,190,332,414,0
1,28,1596,39,325,391,1
1,29,1507,345,414,584,0
1,29,1603,211,318,393,0
1,29,1574,66,347,383,1
1,29,1709,0,212,110,1
1,29,1537,397,384,592,1
1,30,1567,444,354,601,1
1,30,1540,393,381,595,0
1,30,1626,256,295,316,0
1,30,1541,102,360,469,1
1,30,1628,0,255,145,1
1,31,1605,0,244,166,1
1,31,1598,479,323,602,1
1,31,1566,424,355,609,0
1,31,1517,127,368,471,1
1,31,1639,285,282,308,0
1,32,1537,0,258,201,1
1,32,1603,475,318,606,0
1,32,1680,324,241,372,0
1,32,1481,164,368,560,1
1,32,1641,529,280,552,1
1,33,1635,503,286,578,0
1,33,1700,352,221,370,0
1,33,1455,185,377,578,1
1,33,1486,0,281,225,1
1,33,1668,563,253,518,1
1,34,1457,0,263,268,1
1,34,1719,621,202,460,1
1,34,1743,395,178,300,0
1,34,1415,225,398,585,1
1,34,1673,556,248,525,0
1,35,1704,602,217,479,0
1,35,1766,434,155,321,0
1,35,1380,0,310,293,1
1,35,1828,0,93,67,1
1,35,1401,259,394,585,1
1,35,1743,671,177,410,1
1,36,1751,689,170,392,0
1,36,1813,573,108,240,0
1,36,1365,305,403,608,1
1,36,1316,0,322,337,1
1,36,1812,0,109,98,1
1,36,1789,864,132,217,1
1,37,1799,0,122,121,1
1,37,1782,840,139,241,0
1,37,1819,919,102,162,1
1,37,1845,618,76,237,0
1,37,1338,335,419,621,1
1,37,1281,0,325,367,1
1,38,1320,386,419,621,1
1,38,1218,0,340,411,1
1,38,1773,0,148,148,1
1,39,1189,0,334,445,1
1,39,1287,416,440,650,1
1,39,1752,0,169,176,1
1,40,1714,0,207,189,1
1,40,1272,470,449,611,1
1,40,1134,12,331,483,1
1,41,1099,37,347,487,1
1,41,1635,0,286,223,1
1,41,1256,507,471,574,1
1,42,1589,0,310,267,1
1,42,1104,0,267,68,0
1,42,1083,0,236,91,1
1,42,1640,0,276,204,0
1,42,1256,562,479,519,1
1,42,1044,74,360,505,1
1,43,1561,0,334,296,1
1,43,1258,604,490,477,1
1,43,1018,105,364,503,1
1,44,1269,666,480,414,1
1,44,975,136,376,533,1
1,44,992,0,302,120,0
1,44,1514,0,324,336,1
1,44,970,0,246,131,0
1,45,1278,710,473,371,1
1,45,957,183,371,526,1
1,45,961,0,303,144,0
1,45,925,0,280,171,0
1,45,1490,0,326,361,1
1,46,1447,0,316,401,1
1,46,1329,779,459,302,1
1,46,893,0,333,171,0
1,46,875,0,257,199,0
1,46,921,220,381,546,1
1,47,840,0,287,219,0
1,47,1416,0,313,430,1
1,47,1364,822,449,259,1
1,47,873,2,319,197,0
1,47,905,254,390,553,1
1,47,1834,0,87,80,1
1,48,816,0,332,230,0
1,48,1447,892,389,189,1
1,48,793,2,292,247,0
1,48,1807,0,114,111,1
1,48,888,300,394,570,1
1,48,1354,0,332,475,1
1,49,767,0,293,282,0
1,49,1779,0,142,81,1
1,49,1552,943,260,138,1
1,49,878,333,400,577,1
1,49,1326,24,348,484,1
1,50,768,0,315,293,0
1,50,1750,0,171,174,1
1,50,1290,53,360,498,1
1,50,862,377,417,605,1
1,50,1673,1015,204,66,1
1,51,861,416,424,611,1
1,51,1728,0,193,189,1
1,51,745,0,319,318,0
1,51,1314,78,296,497,1
1,52,864,475,438,604,1
1,52,1696,0,224,238,1
1,52,1249,117,391,516,1
1,53,1242,138,384,527,1
1,53,1676,0,245,274,1
1,53,878,515,429,566,1
1,54,888,573,449,506,1
1,54,1632,0,278,276,1
1,54,1224,186,393,538,1
1,55,1611,0,278,301,1
1,55,899,611,460,470,1
1,55,1221,219,394,543,1
1,56,926,672,469,409,1
1,56,1576,0,287,332,1
1,56,1225,235,360,533,0
1,56,1216,258,404,553,1
1,57,960,715,466,366,1
1,57,1557,0,282,369,1
1,57,1222,288,402,561,1
1,57,1233,267,341,513,0
1,58,1515,0,297,403,1
